100	-0.000000079
100	-0.000000083
100	-0.000000046
100	-0.000000072
100	-0.000000064
100	-0.000000077
100	-0.000000069
100	-0.000000068
100	-0.000000043
100	-0.000000084
100	-0.000000088
100	-0.000000105
100	-0.000000062
100	-0.000000076
100	-0.000000069
100	-0.000000053
100	-0.000000081
100	-0.000000072
100	-0.000000047
100	-0.000000092
100	-0.000000074
100	-0.000000059
100	-0.000000075
100	-0.000000043
100	-0.000000093
100	-0.000000081
100	-0.000000072
100	-0.000000108
100	-0.000000067
100	-0.000000082
100	-0.000000035
100	-0.000000094
100	-0.000000087
100	-0.000000041
100	-0.000000065
100	-0.000000036
100	-0.000000050
100	-0.000000085
100	-0.000000045
100	-0.000000071
100	-0.000000050
100	-0.000000087
100	-0.000000072
100	-0.000000134
100	-0.000000053
100	-0.000000056
100	-0.000000091
100	-0.000000077
100	-0.000000084
100	-0.000000050
100	-0.000000050
100	-0.000000078
100	-0.000000071
100	-0.000000053
100	-0.000000049
100	-0.000000073
100	-0.000000090
100	-0.000000098
100	-0.000000066
100	-0.000000045
100	-0.000000096
100	-0.000000081
100	-0.000000052
100	-0.000000085
100	-0.000000078
100	-0.000000094
100	-0.000000086
100	-0.000000056
100	-0.000000044
100	-0.000000076
100	-0.000000083
100	-0.000000061
100	-0.000000061
100	-0.000000094
100	-0.000000088
100	-0.000000096
100	-0.000000089
100	-0.000000049
100	-0.000000084
100	-0.000000052
100	-0.000000047
100	-0.000000047
100	-0.000000093
100	-0.000000068
100	-0.000000063
100	-0.000000073
100	-0.000000048
100	-0.000000066
100	-0.000000086
100	-0.000000050
100	-0.000000079
100	-0.000000058
100	-0.000000070
100	-0.000000054
100	-0.000000053
100	-0.000000047
100	-0.000000088
100	-0.000000055
100	-0.000000091
100	-0.000000052
300	-0.000000034
300	-0.000000061
300	-0.000000062
300	-0.000000075
300	-0.000000039
300	-0.000000034
300	-0.000000019
300	-0.000000032
300	-0.000000033
300	-0.000000024
300	-0.000000035
300	-0.000000038
300	-0.000000034
300	-0.000000017
300	-0.000000032
300	-0.000000049
300	-0.000000027
300	-0.000000027
300	-0.000000033
300	-0.000000017
300	-0.000000038
300	-0.000000021
300	-0.000000046
300	-0.000000032
300	-0.000000044
300	-0.000000027
300	-0.000000022
300	-0.000000032
300	-0.000000035
300	-0.000000032
300	-0.000000043
300	-0.000000039
300	-0.000000041
300	-0.000000042
300	-0.000000036
300	-0.000000025
300	-0.000000026
300	-0.000000035
300	-0.000000027
300	-0.000000027
300	-0.000000030
300	-0.000000035
300	-0.000000047
300	-0.000000045
300	-0.000000026
300	-0.000000032
300	-0.000000027
300	-0.000000057
300	-0.000000032
300	-0.000000044
300	-0.000000036
300	-0.000000032
300	-0.000000043
300	-0.000000029
300	-0.000000056
300	-0.000000042
300	-0.000000040
300	-0.000000056
300	-0.000000034
300	-0.000000055
300	-0.000000041
300	-0.000000050
300	-0.000000063
300	-0.000000031
300	-0.000000062
300	-0.000000069
300	-0.000000029
300	-0.000000044
300	-0.000000053
300	-0.000000037
300	-0.000000068
300	-0.000000040
300	-0.000000037
300	-0.000000052
300	-0.000000058
300	-0.000000050
300	-0.000000054
300	-0.000000048
300	-0.000000049
300	-0.000000065
300	-0.000000080
300	-0.000000045
300	-0.000000095
300	-0.000000077
300	-0.000000059
300	-0.000000080
300	-0.000000056
300	-0.000000084
300	-0.000000057
300	-0.000000089
300	-0.000000075
300	-0.000000078
300	-0.000000080
300	-0.000000061
300	-0.000000050
300	-0.000000058
300	-0.000000094
300	-0.000000060
300	-0.000000085
300	-0.000000089
500	-0.000000050
500	-0.000000041
500	-0.000000027
500	-0.000000028
500	-0.000000029
500	-0.000000043
500	-0.000000034
500	-0.000000047
500	-0.000000040
500	-0.000000047
500	-0.000000032
500	-0.000000022
500	-0.000000016
500	-0.000000034
500	-0.000000023
500	-0.000000022
500	-0.000000047
500	-0.000000034
500	-0.000000045
500	-0.000000041
500	-0.000000016
500	-0.000000024
500	-0.000000038
500	-0.000000043
500	-0.000000012
500	-0.000000040
500	-0.000000061
500	-0.000000026
500	-0.000000020
500	-0.000000045
500	-0.000000025
500	-0.000000036
500	-0.000000018
500	-0.000000031
500	-0.000000026
500	-0.000000030
500	-0.000000017
500	-0.000000038
500	-0.000000038
500	-0.000000023
500	-0.000000021
500	-0.000000017
500	-0.000000022
500	-0.000000016
500	-0.000000042
500	-0.000000019
500	-0.000000649
500	-0.000000017
500	-0.000000016
500	-0.000000032
500	-0.000000031
500	-0.000000054
500	-0.000000083
500	-0.000000038
500	-0.000000040
500	-0.000000027
500	-0.000000020
500	-0.000000030
500	-0.000000040
500	-0.000000032
500	-0.000000028
500	-0.000000044
500	-0.000000021
500	-0.000000037
500	-0.000000025
500	-0.000000022
500	-0.000000040
500	-0.000000026
500	-0.000000037
500	-0.000000051
500	-0.000000048
500	-0.000000060
500	-0.000000034
500	-0.000000051
500	-0.000000041
500	-0.000000040
500	-0.000000104
500	-0.000000050
500	-0.000000032
500	-0.000000054
500	-0.000000048
500	-0.000000054
500	-0.000000073
500	-0.000000038
500	-0.000000081
500	-0.000000044
500	-0.000000052
500	-0.000000073
500	-0.000000038
500	-0.000000079
500	-0.000000040
500	-0.000000055
500	-0.000000084
500	-0.000000082
500	-0.000000090
500	-0.000000058
500	-0.000000088
500	-0.000000061
500	-0.000000080
500	-0.000000071
600	-0.000000032
600	-0.000000067
600	-0.000000025
600	-0.000000034
600	-0.000000021
600	-0.000000018
600	-0.000000045
600	-0.000000042
600	-0.000000024
600	-0.000000035
600	-0.000000034
600	-0.000000040
600	-0.000000018
600	-0.000000028
600	-0.000000012
600	-0.000000042
600	-0.000000024
600	-0.000000037
600	-0.000000037
600	-0.000000032
600	-0.000000025
600	-0.000000027
600	-0.000000021
600	-0.000000038
600	-0.000000026
600	-0.000000022
600	-0.000000022
600	-0.000000032
600	-0.000000053
600	-0.000000025
600	-0.000000030
600	-0.000000021
600	-0.000000021
600	-0.000000032
600	-0.000000037
600	-0.000000021
600	-0.000000023
600	-0.000000031
600	-0.000000046
600	-0.000000036
600	-0.000000050
600	-0.000000025
600	-0.000000052
600	-0.000000028
600	-0.000000019
600	-0.000000038
600	-0.000000018
600	-0.000000019
600	-0.000000028
600	-0.000000015
600	-0.000000022
600	-0.000000035
600	-0.000000027
600	-0.000000020
600	-0.000000024
600	-0.000000021
600	-0.000000030
600	-0.000000020
600	-0.000000043
600	-0.000000026
600	-0.000000031
600	-0.000000018
600	-0.000000026
600	-0.000000038
600	-0.000000047
600	-0.000000024
600	-0.000000034
600	-0.000000028
600	-0.000000030
600	-0.000000018
600	-0.000000046
600	-0.000000042
600	-0.000000033
600	-0.000000021
600	-0.000000022
600	-0.000000024
600	-0.000000040
600	-0.000000046
600	-0.000000055
600	-0.000000023
600	-0.000000019
600	-0.000000021
600	-0.000000021
600	-0.000000022
600	-0.000000025
600	-0.000000025
600	-0.000000025
600	-0.000000029
600	-0.000000030
600	-0.000000021
600	-0.000000016
600	-0.000000020
600	-0.000000028
600	-0.000000020
600	-0.000000015
600	-0.000000024
600	-0.000000036
600	-0.000000022
600	-0.000000025
600	-0.000000019
700	-0.000000026
700	-0.000000033
700	-0.000000023
700	-0.000000043
700	-0.000000052
700	-0.000000034
700	-0.000000035
700	-0.000000042
700	-0.000000046
700	-0.000000027
700	-0.000000045
700	-0.000000035
700	-0.000000029
700	-0.000000018
700	-0.000000053
700	-0.000000020
700	-0.000000034
700	-0.000000035
